site,plot,site_plot,quad,spp,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,ttl_ht_only,cones,dead_stressed,browsed,form_prob,seedling,uncertainty,tally_num,record_expand_plot,record_expand_site,trees_per_plot,trees_per_site,trees_per_ha,ttl_ht,ht_2006,ht_2007,ht_2008,ht_2009,ht_2010,ht_2011,ht_2012,ht_2013,ht_2014,ht_2015,ht_2016,grwth_2006,grwth_2007,grwth_2008,grwth_2009,grwth_2010,grwth_2011,grwth_2012,grwth_2013,grwth_2014,grwth_2015,grwth_2016,grwth_avg_Ngerm_Y16,grwth_avg_Ngerm_N16,yrs_grwth_inclusive,estab_yr,yr1GTE10_estab_yr,yr1GTE20_estab_yr
S-000-001,C,S-000-001_C,SE,PICO,4,8,12,18,22,28,39,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,39,,,,,4,8,12,18,22,28,39,,,,,,4,4,6,4,6,11,5.833333333,4.8,7,2010,2010,2010
S-000-001,C,S-000-001_C,SW,PSME,5,8,14,19,26,34,40,46,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,46,,,,5,8,14,19,26,34,40,46,,,,,3,6,5,7,8,6,6,5.857142857,5.833333333,8,2009,2009,2009
S-000-001,C,S-000-001_C,NE,PSME,5,9,15,23,33,46,58,64,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,64,,,,5,9,15,23,33,46,58,64,,,,,4,6,8,10,13,12,6,8.428571429,8.833333333,8,2009,2009,2009
S-000-001,C,S-000-001_C,SE,PSME,5,9,15,22,30,34,40,57,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,57,,,,5,9,15,22,30,34,40,57,,,,,4,6,7,8,4,6,17,7.428571429,5.833333333,8,2009,2009,2009
S-000-001,C,S-000-001_C,SW,PSME,2,8,12,24,36,45,51,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,51,,,,,2,8,12,24,36,45,51,,,,,,6,4,12,12,9,6,8.166666667,8.6,7,2010,2010,2010
S-000-001,C,S-000-001_C,SW,PSME,6,13,20,33,45,65,86,100,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,100,,,,6,13,20,33,45,65,86,100,,,,,7,7,13,12,20,21,14,13.42857143,13.33333333,8,2009,2009,2009
S-000-001,C,S-000-001_C,SE,PICO,4,9,17,24,31,49,59,75,91,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,91,,,4,9,17,24,31,49,59,75,91,,,,5,8,7,7,18,10,16,16,10.875,10.14285714,9,2008,2008,2008
S-000-001,C,S-000-001_C,SE,PSME,4,12,16,26,32,43,54,65,76,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,76,,,4,12,16,26,32,43,54,65,76,,,,8,4,10,6,11,11,11,11,9,8.714285714,9,2008,2008,2008
S-000-001,C,S-000-001_C,NE,PICO,11,16,26,35,46,57,73,84,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,84,,,,11,16,26,35,46,57,73,84,,,,,5,10,9,11,11,16,11,10.42857143,10.33333333,8,2009,2008,2008
S-000-001,C,S-000-001_C,NE,PICO,10,13,25,33,41,54,70,80,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,80,,,,10,13,25,33,41,54,70,80,,,,,3,12,8,8,13,16,10,10,10,8,2009,2008,2008
S-000-001,C,S-000-001_C,SE,PSME,8,20,32,46,55,66,82,90,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,90,,,,8,20,32,46,55,66,82,90,,,,,12,12,14,9,11,16,8,11.71428571,12.33333333,8,2009,2009,2009
S-000-001,C,S-000-001_C,NE,PSME,7,18,32,46,60,69,76,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,76,,,,,7,18,32,46,60,69,76,,,,,,11,14,14,14,9,7,11.5,12.4,7,2010,2010,2010
S-000-001,C,S-000-001_C,SW,PSME,5,17,28,38,50,73,103,124,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,124,,,,5,17,28,38,50,73,103,124,,,,,12,11,10,12,23,30,21,17,16.33333333,8,2009,2009,2009
S-000-001,C,S-000-001_C,SE,PIPO,,,,,,,,,,,,108,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,108,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
S-000-001,E,S-000-001_E,NE,PIPO,14,24,37,45,62,75,93,,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,93,,,,,14,24,37,45,62,75,93,,,,,,10,13,8,17,13,18,13.16666667,12.2,7,2010,2010,2010
S-000-001,E,S-000-001_E,NE,PSME,7,12,16,24,33,43,45,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,45,,,,,7,12,16,24,33,43,45,,,,,,5,4,8,9,10,2,6.333333333,7.2,7,2010,2010,2010
S-000-001,E,S-000-001_E,NE,PSME,7,11,16,18,21,28,35,39,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,39,,,,7,11,16,18,21,28,35,39,,,,,4,5,2,3,7,7,4,4.571428571,4.666666667,8,2009,2009,2009
S-000-001,E,S-000-001_E,NE,PSME,6,10,13,23,31,41,50,61,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,61,,,,6,10,13,23,31,41,50,61,,,,,4,3,10,8,10,9,11,7.857142857,7.333333333,8,2009,2009,2009
S-000-001,E,S-000-001_E,NE,PSME,5,8,13,19,31,39,45,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,45,,,,,5,8,13,19,31,39,45,,,,,,3,5,6,12,8,6,6.666666667,6.8,7,2010,2010,2010
S-000-001,E,S-000-001_E,NE,PSME,5,8,15,17,21,30,38,47,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,47,,,,5,8,15,17,21,30,38,47,,,,,3,7,2,4,9,8,9,6,5.5,8,2009,2009,2009
S-000-001,E,S-000-001_E,NE,PSME,5,8,12,15,21,30,34,42,49,54,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,54,,5,8,12,15,21,30,34,42,49,54,,,3,4,3,6,9,4,8,7,5,5.444444444,5.5,10,2007,2007,2007
S-000-001,W,S-000-001_W,ALL,PICO,5,10,17,25,38,48,66,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,66,,,,,5,10,17,25,38,48,66,,,,,,5,7,8,13,10,18,10.16666667,8.6,7,2010,2010,2010
S-000-001,W,S-000-001_W,ALL,PICO,5,13,22,31,56,63,85,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,85,,,,,5,13,22,31,56,63,85,,,,,,8,9,9,25,7,22,13.33333333,11.6,7,2010,2010,2010
S-000-001,W,S-000-001_W,ALL,PSME,5,10,19,28,34,49,72,90,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,90,,,,5,10,19,28,34,49,72,90,,,,,5,9,9,6,15,23,18,12.14285714,11.16666667,8,2009,2009,2009
S-000-001,W,S-000-001_W,ALL,PSME,4,9,15,23,31,45,60,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,60,,,,,4,9,15,23,31,45,60,,,,,,5,6,8,8,14,15,9.333333333,8.2,7,2010,2010,2010
S-000-001,W,S-000-001_W,ALL,PICO,4,14,28,38,58,83,109,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,109,,,,,4,14,28,38,58,83,109,,,,,,10,14,10,20,25,26,17.5,15.8,7,2010,2010,2010
S-000-001,W,S-000-001_W,ALL,PSME,3,10,15,24,36,44,50,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,50,,,,,3,10,15,24,36,44,50,,,,,,7,5,9,12,8,6,7.833333333,8.2,7,2010,2010,2010
S-000-001,W,S-000-001_W,ALL,PICO,3,8,20,26,32,51,65,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,65,,,,,3,8,20,26,32,51,65,,,,,,5,12,6,6,19,14,10.33333333,9.6,7,2010,2010,2010
S-000-001,W,S-000-001_W,ALL,PSME,3,8,15,21,30,40,52,60,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,60,,,,3,8,15,21,30,40,52,60,,,,,5,7,6,9,10,12,8,8.142857143,8.166666667,8,2009,2009,2009
S-000-001,W,S-000-001_W,ALL,PSME,2,8,13,20,30,40,45,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,45,,,,,2,8,13,20,30,40,45,,,,,,6,5,7,10,10,5,7.166666667,7.6,7,2010,2010,2010
S-000-001,W,S-000-001_W,ALL,PSME,2,10,13,19,27,35,41,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,41,,,,,2,10,13,19,27,35,41,,,,,,8,3,6,8,8,6,6.5,6.6,7,2010,2010,2010
S-000-001,W,S-000-001_W,ALL,PSME,2,7,12,18,23,32,39,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,39,,,,,2,7,12,18,23,32,39,,,,,,5,5,6,5,9,7,6.166666667,6,7,2010,2010,2010
S-000-001,W,S-000-001_W,ALL,PSME,2,9,18,25,34,43,50,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,50,,,,,2,9,18,25,34,43,50,,,,,,7,9,7,9,9,7,8,8.2,7,2010,2010,2010
S-000-001,W,S-000-001_W,ALL,PICO,2,9,24,30,40,51,64,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,64,,,,,2,9,24,30,40,51,64,,,,,,7,15,6,10,11,13,10.33333333,9.8,7,2010,2010,2010
S-000-001,W,S-000-001_W,ALL,PICO,2,11,29,34,38,66,82,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,82,,,,,2,11,29,34,38,66,82,,,,,,9,18,5,4,28,16,13.33333333,12.8,7,2010,2010,2010
S-000-001,W,S-000-001_W,ALL,PICO,2,10,26,38,61,86,105,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,105,,,,,2,10,26,38,61,86,105,,,,,,8,16,12,23,25,19,17.16666667,16.8,7,2010,2010,2010
S-000-001,W,S-000-001_W,ALL,PSME,2,4,8,13,22,34,44,49,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,49,,,,2,4,8,13,22,34,44,49,,,,,2,4,5,9,12,10,5,6.714285714,7,8,2009,2009,2009
S-000-001,W,S-000-001_W,ALL,PSME,2,7,13,20,33,44,55,63,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,63,,,,2,7,13,20,33,44,55,63,,,,,5,6,7,13,11,11,8,8.714285714,8.833333333,8,2009,2009,2009
S-000-001,W,S-000-001_W,ALL,PSME,2,11,23,27,33,45,59,68,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,68,,,,2,11,23,27,33,45,59,68,,,,,9,12,4,6,12,14,9,9.428571429,9.5,8,2009,2009,2009
S-000-001,W,S-000-001_W,ALL,PSME,2,9,20,31,44,51,62,71,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,71,,,,2,9,20,31,44,51,62,71,,,,,7,11,11,13,7,11,9,9.857142857,10,8,2009,2009,2009
S-111-009,C,S-111-009_C,NE,PICO,_,15,29,56,75,95,110,129,136,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,136,,,,15,29,56,75,95,110,129,136,,,,,14,27,19,20,15,19,7,17.28571429,19,9,2008,2007,2006
S-111-009,C,S-111-009_C,NE,PICO,_,12,22,37,50,59,69,85,94,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,94,,,,12,22,37,50,59,69,85,94,,,,,10,15,13,9,10,16,9,11.71428571,12.16666667,9,2008,2007,2006
S-111-009,C,S-111-009_C,NE,PICO,_,15,26,48,60,74,97,111,120,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,120,,,,15,26,48,60,74,97,111,120,,,,,11,22,12,14,23,14,9,15,16,9,2008,2007,2006
S-111-009,C,S-111-009_C,NE,PICO,_,18,43,72,91,107,128,150,160,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,160,,,,18,43,72,91,107,128,150,160,,,,,25,29,19,16,21,22,10,20.28571429,22,9,2008,2007,2006
S-111-009,C,S-111-009_C,NE,PICO,_,23,40,58,78,98,112,141,153,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,153,,,,23,40,58,78,98,112,141,153,,,,,17,18,20,20,14,29,12,18.57142857,19.66666667,9,2008,2007,2006
S-111-009,C,S-111-009_C,NE,PICO,_,16,27,42,60,81,106,116,126,135,,NA,NO,NO,YES,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,135,,,16,27,42,60,81,106,116,126,135,,,,11,15,18,21,25,10,10,9,14.875,15.71428571,10,2007,2006,2005
S-111-009,C,S-111-009_C,NE,PICO,13,34,60,80,106,145,167,185,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,185,,,,13,34,60,80,106,145,167,185,,,,,21,26,20,26,39,22,18,24.57142857,25.66666667,8,2009,2008,2008
S-111-009,C,S-111-009_C,NE,PICO,12,17,33,46,58,75,91,99,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,99,,,,12,17,33,46,58,75,91,99,,,,,5,16,13,12,17,16,8,12.42857143,13.16666667,8,2009,2008,2008
S-111-009,C,S-111-009_C,NE,PICO,11,19,30,59,92,120,148,180,213,239,,NA,YES,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,239,,11,19,30,59,92,120,148,180,213,239,,,8,11,29,33,28,28,32,33,26,25.33333333,25.25,10,2007,2006,2006
S-111-009,C,S-111-009_C,NE,PICO,10,22,33,40,54,73,85,96,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,96,,,,10,22,33,40,54,73,85,96,,,,,12,11,7,14,19,12,11,12.28571429,12.5,8,2009,2008,2008
S-111-009,C,S-111-009_C,NE,PICO,10,14,29,47,62,94,117,129,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,129,,,,10,14,29,47,62,94,117,129,,,,,4,15,18,15,32,23,12,17,17.83333333,8,2009,2008,2008
S-111-009,C,S-111-009_C,NE,PICO,9,19,29,44,58,74,84,94,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,94,,,,9,19,29,44,58,74,84,94,,,,,10,10,15,14,16,10,10,12.14285714,12.5,8,2009,2009,2009
S-111-009,C,S-111-009_C,NE,PICO,8,20,48,80,94,106,128,139,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,139,,,,8,20,48,80,94,106,128,139,,,,,12,28,32,14,12,22,11,18.71428571,20,8,2009,2009,2009
S-111-009,C,S-111-009_C,NE,PICO,8,22,40,57,68,82,97,114,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,114,,,,8,22,40,57,68,82,97,114,,,,,14,18,17,11,14,15,17,15.14285714,14.83333333,8,2009,2009,2009
S-111-009,C,S-111-009_C,NE,PICO,8,22,47,63,73,85,97,130,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,130,,,,8,22,47,63,73,85,97,130,,,,,14,25,16,10,12,12,33,17.42857143,14.83333333,8,2009,2009,2009
S-111-009,C,S-111-009_C,NE,PICO,7,13,26,48,68,79,104,129,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,129,,,,7,13,26,48,68,79,104,129,,,,,6,13,22,20,11,25,25,17.42857143,16.16666667,8,2009,2009,2009
S-111-009,C,S-111-009_C,NE,PICO,7,14,24,40,57,75,91,106,116,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,116,,,7,14,24,40,57,75,91,106,116,,,,7,10,16,17,18,16,15,10,13.625,14.14285714,9,2008,2008,2008
S-111-009,C,S-111-009_C,NE,PICO,7,13,28,46,68,86,98,117,148,164,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,164,,7,13,28,46,68,86,98,117,148,164,,,6,15,18,22,18,12,19,31,16,17.44444444,17.625,10,2007,2007,2007
S-111-009,C,S-111-009_C,NE,PICO,4,16,32,45,70,89,112,138,147,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,147,,,4,16,32,45,70,89,112,138,147,,,,12,16,13,25,19,23,26,9,17.875,19.14285714,9,2008,2008,2008
S-111-009,C,S-111-009_C,NE,PICO,3,15,27,53,69,86,107,121,128,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,128,,,3,15,27,53,69,86,107,121,128,,,,12,12,26,16,17,21,14,7,15.625,16.85714286,9,2008,2008,2008
S-111-009,E,S-111-009_E,NE,PICO,_,15,27,37,49,58,77,84,,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,84,,,,,15,27,37,49,58,77,84,,,,,,12,10,12,9,19,7,11.5,12.4,8,2009,2008,2007
S-111-009,E,S-111-009_E,NE,PICO,_,20,33,65,81,98,130,153,,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,153,,,,,20,33,65,81,98,130,153,,,,,,13,32,16,17,32,23,22.16666667,22,8,2009,2008,2007
S-111-009,E,S-111-009_E,NE,PICO,_,20,44,68,84,95,106,123,131,147,,NA,NO,NO,NO,YES,NO,YR1BLANK,1,1,1,1,1,25.46479089,147,,,20,44,68,84,95,106,123,131,147,,,,24,24,16,11,11,17,8,16,15.875,15.85714286,10,2007,2006,2005
S-111-009,E,S-111-009_E,NE,PICO,15,28,56,77,92,111,128,140,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,140,,,,15,28,56,77,92,111,128,140,,,,,13,28,21,15,19,17,12,17.85714286,18.83333333,8,2009,2008,2008
S-111-009,E,S-111-009_E,NE,PICO,9,33,61,85,109,123,140,165,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,165,,,,9,33,61,85,109,123,140,165,,,,,24,28,24,24,14,17,25,22.28571429,21.83333333,8,2009,2009,2009
S-111-009,E,S-111-009_E,NE,PICO,8,33,47,70,89,116,139,145,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,145,,,,8,33,47,70,89,116,139,145,,,,,25,14,23,19,27,23,6,19.57142857,21.83333333,8,2009,2009,2009
S-111-009,E,S-111-009_E,NE,PICO,7,30,48,64,83,100,129,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,129,,,,,7,30,48,64,83,100,129,,,,,,23,18,16,19,17,29,20.33333333,18.6,7,2010,2010,2010
S-111-009,W,S-111-009_W,NE,PICO,_,16,42,59,79,95,118,131,,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,131,,,,,16,42,59,79,95,118,131,,,,,,26,17,20,16,23,13,19.16666667,20.4,8,2009,2008,2007
S-111-009,W,S-111-009_W,NE,PICO,_,15,39,54,77,104,129,147,,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,147,,,,,15,39,54,77,104,129,147,,,,,,24,15,23,27,25,18,22,22.8,8,2009,2008,2007
S-111-009,W,S-111-009_W,NE,PICO,11,24,41,55,69,90,111,120,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,120,,,,11,24,41,55,69,90,111,120,,,,,13,17,14,14,21,21,9,15.57142857,16.66666667,8,2009,2008,2008
S-111-009,W,S-111-009_W,NE,PICO,10,32,56,68,85,102,123,143,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,143,,,,10,32,56,68,85,102,123,143,,,,,22,24,12,17,17,21,20,19,18.83333333,8,2009,2008,2008
S-111-009,W,S-111-009_W,NE,PICO,10,22,44,73,87,98,118,143,167,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,167,,,10,22,44,73,87,98,118,143,167,,,,12,22,29,14,11,20,25,24,19.625,19,9,2008,2007,2007
S-111-009,W,S-111-009_W,NE,PICO,10,25,51,61,88,111,128,147,172,187,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,187,,10,25,51,61,88,111,128,147,172,187,,,15,26,10,27,23,17,19,25,15,19.66666667,20.25,10,2007,2006,2006
S-111-009,W,S-111-009_W,NE,PSME,8,13,24,35,48,60,71,75,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,75,,,,8,13,24,35,48,60,71,75,,,,,5,11,11,13,12,11,4,9.571428571,10.5,8,2009,2009,2009
S-111-009,W,S-111-009_W,NE,PICO,8,14,27,51,73,92,128,154,168,,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,168,,,8,14,27,51,73,92,128,154,168,,,,6,13,24,22,19,36,26,14,20,20.85714286,9,2008,2008,2008
S-111-009,W,S-111-009_W,NE,PICO,8,16,35,54,69,78,96,118,133,,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,133,,,8,16,35,54,69,78,96,118,133,,,,8,19,19,15,9,18,22,15,15.625,15.71428571,9,2008,2008,2008
S-111-009,W,S-111-009_W,NE,PICO,7,17,36,45,63,75,90,110,134,147,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,147,,7,17,36,45,63,75,90,110,134,147,,,10,19,9,18,12,15,20,24,13,15.55555556,15.875,10,2007,2007,2007
S-111-009,W,S-111-009_W,NE,PICO,6,15,33,55,61,79,92,108,129,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,129,,,6,15,33,55,61,79,92,108,129,,,,9,18,22,6,18,13,16,21,15.375,14.57142857,9,2008,2008,2008
S-111-009,W,S-111-009_W,NE,PICO,5,12,19,29,31,40,50,59,72,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,72,,,5,12,19,29,31,40,50,59,72,,,,7,7,10,2,9,10,9,13,8.375,7.714285714,9,2008,2008,2008
S-111-009,W,S-111-009_W,NE,PICO,3,13,20,40,54,68,89,98,,,,NA,NO,NO,NO,YES,NO,NONE,1,1,1,1,1,25.46479089,98,,,,3,13,20,40,54,68,89,98,,,,,10,7,20,14,14,21,9,13.57142857,14.33333333,8,2009,2009,2009
S-111-009,W,S-111-009_W,NE,PICO,2,12,36,55,73,88,104,124,132,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,132,,,2,12,36,55,73,88,104,124,132,,,,10,24,19,18,15,16,20,8,16.25,17.42857143,9,2008,2008,2008
S-111-011,C,S-111-011_C,NE,PICO,9,17,34,54,74,88,96,126,148,168,204,NA,NO,NO,NO,NO,NO,NONE,1,1,1.666666667,1,1.666666667,42.44131816,204,9,17,34,54,74,88,96,126,148,168,204,9,8,17,20,20,14,8,30,22,20,36,18.54545455,16.8,11,2006,2006,2006
S-111-011,C,S-111-011_C,NE,PICO,8,22,35,47,62,85,114,135,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1.666666667,1,1.666666667,42.44131816,135,,,,8,22,35,47,62,85,114,135,,,,,14,13,12,15,23,29,21,18.14285714,17.66666667,8,2009,2009,2009
S-111-011,C,S-111-011_C,NE,PICO,8,17,26,35,45,62,75,106,128,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1.666666667,1,1.666666667,42.44131816,128,,,8,17,26,35,45,62,75,106,128,,,,9,9,9,10,17,13,31,22,15,14,9,2008,2008,2008
S-111-011,C,S-111-011_C,NE,PSME,5,12,25,35,52,73,93,105,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1.666666667,1,1.666666667,42.44131816,105,,,,5,12,25,35,52,73,93,105,,,,,7,13,10,17,21,20,12,14.28571429,14.66666667,8,2009,2009,2009
S-111-011,C,S-111-011_C,NE,PICO,5,13,25,44,58,72,99,137,178,213,,NA,NO,NO,NO,NO,NO,NONE,1,1,1.666666667,1,1.666666667,42.44131816,213,,5,13,25,44,58,72,99,137,178,213,,,8,12,19,14,14,27,38,41,35,23.11111111,21.625,10,2007,2007,2007
S-111-011,C,S-111-011_C,NE,PIPO,3,13,26,35,50,61,81,96,119,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1.666666667,1,1.666666667,42.44131816,119,,,3,13,26,35,50,61,81,96,119,,,,10,13,9,15,11,20,15,23,14.5,13.28571429,9,2008,2008,2008
S-111-011,C,S-111-011_C,NE,PICO,2,14,29,50,70,93,106,129,164,193,,NA,YES,NO,NO,NO,NO,NONE,1,1,1.666666667,1,1.666666667,42.44131816,193,,2,14,29,50,70,93,106,129,164,193,,,12,15,21,20,23,13,23,35,29,21.22222222,20.25,10,2007,2007,2007
S-111-011,C,S-111-011_C,NE,PICO,2,13,21,47,62,71,100,115,138,179,216,NA,NO,NO,NO,NO,NO,NONE,1,1,1.666666667,1,1.666666667,42.44131816,216,2,13,21,47,62,71,100,115,138,179,216,2,11,8,26,15,9,29,15,23,41,37,19.63636364,17.9,11,2006,2006,2006
S-111-011,E,S-111-011_E,NE,PICO,10,23,30,42,52,68,77,,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1.666666667,1,1.666666667,42.44131816,77,,,,,10,23,30,42,52,68,77,,,,,,13,7,12,10,16,9,11.16666667,11.6,7,2010,2009,2009
S-111-011,E,S-111-011_E,NE,PICO,6,23,48,59,78,105,133,144,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1.666666667,1,1.666666667,42.44131816,144,,,,6,23,48,59,78,105,133,144,,,,,17,25,11,19,27,28,11,19.71428571,21.16666667,8,2009,2009,2009
S-111-011,E,S-111-011_E,NE,PICO,5,19,39,56,74,104,130,145,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1.666666667,1,1.666666667,42.44131816,145,,,,5,19,39,56,74,104,130,145,,,,,14,20,17,18,30,26,15,20,20.83333333,8,2009,2009,2009
S-111-011,E,S-111-011_E,NE,PICO,3,13,23,31,43,58,74,82,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1.666666667,1,1.666666667,42.44131816,82,,,,3,13,23,31,43,58,74,82,,,,,10,10,8,12,15,16,8,11.28571429,11.83333333,8,2009,2009,2009
S-111-011,E,S-111-011_E,NE,PICO,3,15,22,42,48,58,70,83,92,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1.666666667,1,1.666666667,42.44131816,92,,,3,15,22,42,48,58,70,83,92,,,,12,7,20,6,10,12,13,9,11.125,11.42857143,9,2008,2008,2008
S-111-011,E,S-111-011_E,NE,PICO,3,17,30,45,55,64,76,89,99,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1.666666667,1,1.666666667,42.44131816,99,,,3,17,30,45,55,64,76,89,99,,,,14,13,15,10,9,12,13,10,12,12.28571429,9,2008,2008,2008
