site,plot,site_plot,quad,spp,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,ttl_ht_only,cones,dead_stressed,browsed,form_prob,seedling,uncertainty,tally_num,record_expand_plot,record_expand_site,trees_per_plot,trees_per_site,trees_per_ha,ttl_ht,ht_2006,ht_2007,ht_2008,ht_2009,ht_2010,ht_2011,ht_2012,ht_2013,ht_2014,ht_2015,ht_2016,grwth_2006,grwth_2007,grwth_2008,grwth_2009,grwth_2010,grwth_2011,grwth_2012,grwth_2013,grwth_2014,grwth_2015,grwth_2016,grwth_avg_Ngerm_Y16,grwth_avg_Ngerm_N16,yrs_grwth_inclusive,estab_yr,yr1GTE10_estab_yr,yr1GTE20_estab_yr
S-212-147,C,S-212-147_C,SE,PICO,_,16,23,40,68,100,141,190,239,,,NA,YES,NO,NO,NO,NO,YR1BLANK_QMSRMT,1,1,1,1,1,25.46479089,239,,,,16,23,40,68,100,141,190,239,,,,,7,17,28,32,41,49,49,31.85714286,29,9,2008,2007,2006
S-212-147,C,S-212-147_C,SE,PICO,_,15,34,51,65,79,94,124,169,219,,NA,NO,NO,NO,NO,NO,YR1BLANK_QMSRMT,1,1,1,1,1,25.46479089,219,,,15,34,51,65,79,94,124,169,219,,,,19,17,14,14,15,30,45,50,25.5,22,10,2007,2006,2005
S-212-147,C,S-212-147_C,NE,PICO,14,26,38,72,100,115,131,153,188,243,282,NA,NO,NO,NO,NO,NO,YR1GTE10_11YRCNT,1,1,1,1,1,25.46479089,282,14,26,38,72,100,115,131,153,188,243,282,14,12,12,34,28,15,16,22,35,55,39,25.63636364,24.3,11,2006,2005,2005
S-212-147,C,S-212-147_C,NE,PICO,10,24,35,48,72,96,119,145,198,243,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,243,,10,24,35,48,72,96,119,145,198,243,,,14,11,13,24,24,23,26,53,45,25.88888889,23.5,10,2007,2006,2006
S-212-147,C,S-212-147_C,NE,PIPO,9,13,23,32,47,70,94,112,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,112,,,,9,13,23,32,47,70,94,112,,,,,4,10,9,15,23,24,18,14.71428571,14.16666667,8,2009,2009,2009
S-212-147,C,S-212-147_C,NW,PICO,8,25,42,63,84,95,127,158,180,,,NA,YES,NO,NO,YES,NO,NONE,1,1,1,1,1,25.46479089,180,,,8,25,42,63,84,95,127,158,180,,,,17,17,21,21,11,32,31,22,21.5,21.42857143,9,2008,2008,2008
S-212-147,C,S-212-147_C,NW,PICO,8,18,25,37,62,93,143,193,238,,,NA,NO,NO,NO,NO,NO,QMSRMT,1,1,1,1,1,25.46479089,238,,,8,18,25,37,62,93,143,193,238,,,,10,7,12,25,31,50,50,45,28.75,26.42857143,9,2008,2008,2008
S-212-147,C,S-212-147_C,NE,PICO,7,14,21,34,54,78,105,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,105,,,,,7,14,21,34,54,78,105,,,,,,7,7,13,20,24,27,16.33333333,14.2,7,2010,2010,2010
S-212-147,C,S-212-147_C,SE,PICO,6,15,30,45,69,105,146,187,,,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,187,,,,6,15,30,45,69,105,146,187,,,,,9,15,15,24,36,41,41,25.85714286,23.33333333,8,2009,2009,2009
S-212-147,C,S-212-147_C,NE,PICO,5,14,28,42,64,85,98,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,98,,,,,5,14,28,42,64,85,98,,,,,,9,14,14,22,21,13,15.5,16,7,2010,2010,2010
S-212-147,C,S-212-147_C,SE,PICO,5,13,18,34,51,69,98,,,,,NA,NO,NO,NO,YES,NO,NONE,1,1,1,1,1,25.46479089,98,,,,,5,13,18,34,51,69,98,,,,,,8,5,16,17,18,29,15.5,12.8,7,2010,2010,2010
S-212-147,C,S-212-147_C,SW,PICO,5,15,36,50,77,127,183,220,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,220,,,,5,15,36,50,77,127,183,220,,,,,10,21,14,27,50,56,37,30.71428571,29.66666667,8,2009,2009,2009
S-212-147,C,S-212-147_C,NE,PIPO,3,10,15,18,30,50,68,,,,,NA,NO,NO,YES,NO,NO,QMSRMT,1,1,1,1,1,25.46479089,68,,,,,3,10,15,18,30,50,68,,,,,,7,5,3,12,20,18,10.83333333,9.4,7,2010,2010,2010
S-212-147,C,S-212-147_C,NW,PICO,1,10,20,29,50,68,110,135,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,135,,,,1,10,20,29,50,68,110,135,,,,,9,10,9,21,18,42,25,19.14285714,18.16666667,8,2009,2009,2009
S-212-147,E,S-212-147_E,NW,PICO,_,18,52,72,97,137,178,220,,,,NA,YES,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,220,,,,,18,52,72,97,137,178,220,,,,,,34,20,25,40,41,42,33.66666667,32,8,2009,2008,2007
S-212-147,E,S-212-147_E,SE,PIPO,14,22,44,62,90,118,146,,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,146,,,,,14,22,44,62,90,118,146,,,,,,8,22,18,28,28,28,22,20.8,7,2010,2010,2010
S-212-147,E,S-212-147_E,SW,PICO,9,29,53,80,95,124,163,203,,,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,203,,,,9,29,53,80,95,124,163,203,,,,,20,24,27,15,29,39,40,27.71428571,25.66666667,8,2009,2009,2009
S-212-147,E,S-212-147_E,NE,PIPO,8,17,22,31,44,59,71,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,71,,,,,8,17,22,31,44,59,71,,,,,,9,5,9,13,15,12,10.5,10.2,7,2010,2010,2010
S-212-147,E,S-212-147_E,SW,PICO,8,20,33,59,78,102,141,175,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,175,,,,8,20,33,59,78,102,141,175,,,,,12,13,26,19,24,39,34,23.85714286,22.16666667,8,2009,2009,2009
S-212-147,E,S-212-147_E,NE,PICO,6,19,48,69,92,105,126,153,178,212,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,212,,6,19,48,69,92,105,126,153,178,212,,,13,29,21,23,13,21,27,25,34,22.88888889,21.5,10,2007,2007,2007
S-212-147,E,S-212-147_E,SW,PICO,6,21,36,64,92,111,129,156,190,251,311,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,311,6,21,36,64,92,111,129,156,190,251,311,6,15,15,28,28,19,18,27,34,61,60,28.27272727,25.1,11,2006,2006,2006
S-212-147,E,S-212-147_E,NW,PICO,5,22,46,59,89,112,137,195,249,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,249,,,5,22,46,59,89,112,137,195,249,,,,17,24,13,30,23,25,58,54,30.5,27.14285714,9,2008,2008,2008
S-212-147,E,S-212-147_E,NE,PICO,3,12,27,47,70,86,110,143,182,,,NA,NO,NO,NO,NO,NO,QMSRMT,1,1,1,1,1,25.46479089,182,,,3,12,27,47,70,86,110,143,182,,,,9,15,20,23,16,24,33,39,22.375,20,9,2008,2008,2008
S-212-147,W,S-212-147_W,SW,PICO,10,38,68,90,110,141,174,186,,,,NA,YES,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,186,,,,10,38,68,90,110,141,174,186,,,,,28,30,22,20,31,33,12,25.14285714,27.33333333,8,2009,2008,2008
S-212-147,W,S-212-147_W,SE,PICO,8,46,82,107,138,175,221,240,,,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,240,,,,8,46,82,107,138,175,221,240,,,,,38,36,25,31,37,46,19,33.14285714,35.5,8,2009,2009,2009
S-212-147,W,S-212-147_W,SE,PICO,5,21,36,65,79,105,143,153,,,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,153,,,,5,21,36,65,79,105,143,153,,,,,16,15,29,14,26,38,10,21.14285714,23,8,2009,2009,2009
S-213-161,C,S-213-161_C,NE,PICO,13,38,55,85,112,135,172,187,207,218,,NA,YES,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,218,,13,38,55,85,112,135,172,187,207,218,,,25,17,30,27,23,37,15,20,11,22.77777778,24.25,10,2007,2006,2006
S-213-161,C,S-213-161_C,NE,PICO,12,31,57,86,101,117,158,189,218,,,NA,YES,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,218,,,12,31,57,86,101,117,158,189,218,,,,19,26,29,15,16,41,31,29,25.75,25.28571429,9,2008,2007,2007
S-213-161,C,S-213-161_C,NE,PICO,11,33,56,73,87,103,118,134,170,202,221,NA,YES,NO,NO,NO,NO,YR1GTE10_11YRCNT,1,1,1,1,1,25.46479089,221,11,33,56,73,87,103,118,134,170,202,221,11,22,23,17,14,16,15,16,36,32,19,20.09090909,20.2,11,2006,2005,2005
S-213-161,C,S-213-161_C,NE,PICO,7,23,51,70,90,125,152,178,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,178,,,,7,23,51,70,90,125,152,178,,,,,16,28,19,20,35,27,26,24.42857143,24.16666667,8,2009,2009,2009
S-213-161,C,S-213-161_C,NE,PICO,7,18,35,58,71,90,104,133,164,186,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,186,,7,18,35,58,71,90,104,133,164,186,,,11,17,23,13,19,14,29,31,22,19.88888889,19.625,10,2007,2007,2007
S-213-161,C,S-213-161_C,NW,PICO,7,31,55,67,106,121,142,157,218,253,288,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,288,7,31,55,67,106,121,142,157,218,253,288,7,24,24,12,39,15,21,15,61,35,35,26.18181818,25.3,11,2006,2006,2006
S-213-161,C,S-213-161_C,NE,PICO,6,22,37,67,91,116,160,196,212,,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,212,,,6,22,37,67,91,116,160,196,212,,,,16,15,30,24,25,44,36,16,25.75,27.14285714,9,2008,2008,2008
S-213-161,C,S-213-161_C,NW,PICO,5,16,24,36,49,63,75,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,75,,,,,5,16,24,36,49,63,75,,,,,,11,8,12,13,14,12,11.66666667,11.6,7,2010,2010,2010
S-213-161,C,S-213-161_C,NE,PICO,5,29,43,63,95,123,142,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,142,,,,,5,29,43,63,95,123,142,,,,,,24,14,20,32,28,19,22.83333333,23.6,7,2010,2010,2010
S-213-161,C,S-213-161_C,NE,PICO,5,17,48,76,118,157,181,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,181,,,,,5,17,48,76,118,157,181,,,,,,12,31,28,42,39,24,29.33333333,30.4,7,2010,2010,2010
S-213-161,C,S-213-161_C,NW,PICO,4,28,59,93,127,173,208,235,,,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,235,,,,4,28,59,93,127,173,208,235,,,,,24,31,34,34,46,35,27,33,34,8,2009,2009,2009
S-213-161,C,S-213-161_C,NW,PICO,4,18,39,71,104,133,184,221,239,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,239,,,4,18,39,71,104,133,184,221,239,,,,14,21,32,33,29,51,37,18,29.375,31,9,2008,2008,2008
S-213-161,C,S-213-161_C,NW,PICO,3,21,31,42,66,91,105,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,105,,,,,3,21,31,42,66,91,105,,,,,,18,10,11,24,25,14,17,17.6,7,2010,2010,2010
S-213-161,C,S-213-161_C,NE,PICO,3,20,31,41,68,87,103,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,103,,,,,3,20,31,41,68,87,103,,,,,,17,11,10,27,19,16,16.66666667,16.8,7,2010,2010,2010
S-213-161,C,S-213-161_C,NW,PICO,3,23,41,75,100,141,164,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,164,,,,,3,23,41,75,100,141,164,,,,,,20,18,34,25,41,23,26.83333333,27.6,7,2010,2010,2010
S-213-161,C,S-213-161_C,NW,PICO,3,21,37,65,91,107,132,173,207,230,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,230,,3,21,37,65,91,107,132,173,207,230,,,18,16,28,26,16,25,41,34,23,25.22222222,25.5,10,2007,2007,2007
S-213-161,C,S-213-161_C,NW,PICO,3,15,39,59,90,122,156,200,216,247,270,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,270,3,15,39,59,90,122,156,200,216,247,270,3,12,24,20,31,32,34,44,16,31,23,24.54545455,24.7,11,2006,2006,2006
S-213-161,C,S-213-161_C,NW,PICO,2,22,51,75,98,120,175,211,255,,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,255,,,2,22,51,75,98,120,175,211,255,,,,20,29,24,23,22,55,36,44,31.625,29.85714286,9,2008,2008,2008
S-213-161,C,S-213-161_C,NW,PICO,2,6,29,40,76,104,127,156,193,227,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,227,,2,6,29,40,76,104,127,156,193,227,,,4,23,11,36,28,23,29,37,34,25,23.875,10,2007,2007,2007
S-213-161,E,S-213-161_E,SE,PICO,10,29,51,90,143,175,193,255,289,314,,NA,YES,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,314,,10,29,51,90,143,175,193,255,289,314,,,19,22,39,53,32,18,62,34,25,33.77777778,34.875,10,2007,2006,2006
S-213-161,E,S-213-161_E,NW,PICO,3,15,25,37,42,54,69,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,69,,,,,3,15,25,37,42,54,69,,,,,,12,10,12,5,12,15,11,10.2,7,2010,2010,2010
S-213-161,W,S-213-161_W,NW,PICO,17,50,91,127,166,195,212,,,,,NA,YES,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,212,,,,,17,50,91,127,166,195,212,,,,,,33,41,36,39,29,17,32.5,35.6,7,2010,2009,2009
S-213-161,W,S-213-161_W,SW,PICO,8,27,55,74,91,120,146,166,195,227,261,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,261,8,27,55,74,91,120,146,166,195,227,261,8,19,28,19,17,29,26,20,29,32,34,23.72727273,22.7,11,2006,2006,2006
S-213-161,W,S-213-161_W,NE,PICO,5,22,37,57,95,113,128,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,128,,,,,5,22,37,57,95,113,128,,,,,,17,15,20,38,18,15,20.5,21.6,7,2010,2010,2010
S-213-161,W,S-213-161_W,NE,PICO,5,35,72,107,158,218,268,308,,,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,308,,,,5,35,72,107,158,218,268,308,,,,,30,37,35,51,60,50,40,43.28571429,43.83333333,8,2009,2009,2009
S-213-161,W,S-213-161_W,NW,PICO,5,35,54,70,90,130,157,207,241,271,,NA,YES,NO,NO,NO,NO,QMSRMT,1,1,1,1,1,25.46479089,271,,5,35,54,70,90,130,157,207,241,271,,,30,19,16,20,40,27,50,34,30,29.55555556,29.5,10,2007,2007,2007
S-213-161,W,S-213-161_W,NW,PICO,2,17,30,60,91,117,134,,,,,NA,YES,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,134,,,,,2,17,30,60,91,117,134,,,,,,15,13,30,31,26,17,22,23,7,2010,2010,2010
S-213-161,W,S-213-161_W,SE,PICO,1,11,19,34,56,75,91,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,91,,,,,1,11,19,34,56,75,91,,,,,,10,8,15,22,19,16,15,14.8,7,2010,2010,2010
S-213-168,C,S-213-168_C,NW,PIPO,6,21,36,45,60,77,97,115,127,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,127,,,6,21,36,45,60,77,97,115,127,,,,15,15,9,15,17,20,18,12,15.125,15.57142857,9,2008,2008,2008
S-213-168,C,S-213-168_C,NW,PIPO,5,35,48,60,77,93,110,129,153,170,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,170,,5,35,48,60,77,93,110,129,153,170,,,30,13,12,17,16,17,19,24,17,18.33333333,18.5,10,2007,2007,2007
S-213-168,C,S-213-168_C,SE,PICO,4,15,31,51,68,90,117,156,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,156,,,,4,15,31,51,68,90,117,156,,,,,11,16,20,17,22,27,39,21.71428571,18.83333333,8,2009,2009,2009
S-213-168,C,S-213-168_C,SW,PICO,3,12,24,33,43,62,90,110,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,110,,,,3,12,24,33,43,62,90,110,,,,,9,12,9,10,19,28,20,15.28571429,14.5,8,2009,2009,2009
S-213-168,C,S-213-168_C,SW,PIPO,3,34,59,84,112,134,156,175,198,219,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,219,,3,34,59,84,112,134,156,175,198,219,,,31,25,25,28,22,22,19,23,21,24,24.375,10,2007,2007,2007
S-213-168,C,S-213-168_C,SE,PIPO,2,22,57,75,92,109,129,148,169,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,169,,,2,22,57,75,92,109,129,148,169,,,,20,35,18,17,17,20,19,21,20.875,20.85714286,9,2008,2008,2008
S-213-168,E,S-213-168_E,NE,PIPO,_,36,50,74,110,144,173,210,251,289,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,289,,,36,50,74,110,144,173,210,251,289,,,,14,24,36,34,29,37,41,38,31.625,30.71428571,10,2007,2007,2007
S-213-168,E,S-213-168_E,SW,PIPO,_,26,38,53,72,91,119,131,163,189,215,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,215,,26,38,53,72,91,119,131,163,189,215,,,12,15,19,19,28,12,32,26,26,21,20.375,11,2006,2006,2006
S-213-168,E,S-213-168_E,SE,PIPO,13,30,41,55,84,112,142,176,211,238,273,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,273,13,30,41,55,84,112,142,176,211,238,273,13,17,11,14,29,28,30,34,35,27,35,24.81818182,23.8,11,2006,2006,2006
S-213-168,E,S-213-168_E,SE,PIPO,11,22,37,72,99,134,160,179,190,211,,NA,NO,NO,NO,YES,NO,YR1GTE10,1,1,1,1,1,25.46479089,211,,11,22,37,72,99,134,160,179,190,211,,,11,15,35,27,35,26,19,11,21,22.22222222,22.375,10,2007,2007,2007
S-213-168,E,S-213-168_E,NW,PIPO,7,33,42,56,71,94,116,139,170,203,232,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,232,7,33,42,56,71,94,116,139,170,203,232,7,26,9,14,15,23,22,23,31,33,29,21.09090909,20.3,11,2006,2006,2006
S-213-168,E,S-213-168_E,SE,PICO,6,14,30,67,88,102,127,145,189,222,,NA,NO,NO,NO,NO,NO,QMSRMT,1,1,1,1,1,25.46479089,222,,6,14,30,67,88,102,127,145,189,222,,,8,16,37,21,14,25,18,44,33,24,22.875,10,2007,2007,2007
S-213-168,W,S-213-168_W,SE,PIPO,_,25,40,68,104,121,145,180,195,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,195,,,,25,40,68,104,121,145,180,195,,,,,15,28,36,17,24,35,15,24.28571429,25.83333333,9,2008,2008,2008
S-213-168,W,S-213-168_W,NW,PIPO,17,44,63,74,97,110,122,149,162,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,162,,,17,44,63,74,97,110,122,149,162,,,,27,19,11,23,13,12,27,13,18.125,18.85714286,9,2008,2008,2008
S-213-168,W,S-213-168_W,SW,PIPO,14,26,56,79,99,114,129,138,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,138,,,,14,26,56,79,99,114,129,138,,,,,12,30,23,20,15,15,9,17.71428571,19.16666667,8,2009,2009,2009
S-221-185,C,S-221-185_C,SE,PSME,4,7,15,21,33,47,54,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,54,,,,,4,7,15,21,33,47,54,,,,,,3,8,6,12,14,7,8.333333333,8.6,7,2010,2010,2010
S-221-185,C,S-221-185_C,NW,PIPO,4,9,18,31,49,68,85,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,85,,,,,4,9,18,31,49,68,85,,,,,,5,9,13,18,19,17,13.5,12.8,7,2010,2010,2010
S-221-185,E,S-221-185_E,SE,PIPO,6,9,13,23,31,35,40,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,40,,,,,6,9,13,23,31,35,40,,,,,,3,4,10,8,4,5,5.666666667,5.8,7,2010,2010,2010
S-221-185,E,S-221-185_E,SE,PIPO,6,10,17,24,31,40,49,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,49,,,,,6,10,17,24,31,40,49,,,,,,4,7,7,7,9,9,7.166666667,6.8,7,2010,2010,2010
S-221-185,E,S-221-185_E,SE,PIPO,5,9,15,17,21,28,34,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,34,,,,,5,9,15,17,21,28,34,,,,,,4,6,2,4,7,6,4.833333333,4.6,7,2010,2010,2010
S-221-185,E,S-221-185_E,SE,PIPO,5,10,18,25,30,35,41,49,55,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,55,,,5,10,18,25,30,35,41,49,55,,,,5,8,7,5,5,6,8,6,6.25,6.285714286,9,2008,2008,2008
S-221-185,E,S-221-185_E,SE,PIPO,4,8,11,13,20,25,29,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,29,,,,,4,8,11,13,20,25,29,,,,,,4,3,2,7,5,4,4.166666667,4.2,7,2010,2010,2010
S-221-185,W,S-221-185_W,SW,PICO,10,15,24,36,43,47,52,63,84,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,84,,,10,15,24,36,43,47,52,63,84,,,,5,9,12,7,4,5,11,21,9.25,7.571428571,9,2008,2007,2007
S-221-185,W,S-221-185_W,NW,PICO,6,12,15,26,32,36,40,44,53,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,53,,,6,12,15,26,32,36,40,44,53,,,,6,3,11,6,4,4,4,9,5.875,5.428571429,9,2008,2008,2008
S-221-185,W,S-221-185_W,NE,PICO,6,10,15,20,24,30,42,60,100,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,100,,,6,10,15,20,24,30,42,60,100,,,,4,5,5,4,6,12,18,40,11.75,7.714285714,9,2008,2008,2008
S-221-185,W,S-221-185_W,SW,PICO,4,8,13,17,22,28,38,50,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,50,,,,4,8,13,17,22,28,38,50,,,,,4,5,4,5,6,10,12,6.571428571,5.666666667,8,2009,2009,2009
S-221-185,W,S-221-185_W,NE,PICO,2,4,8,11,16,20,28,40,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,40,,,,2,4,8,11,16,20,28,40,,,,,2,4,3,5,4,8,12,5.428571429,4.333333333,8,2009,2009,2009
S-221-211,C,S-221-211_C,SW,PIPO,5,24,33,42,53,60,73,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,73,,,,,5,24,33,42,53,60,73,,,,,,19,9,9,11,7,13,11.33333333,11,7,2010,2010,2010
S-221-211,C,S-221-211_C,NW,PIPO,3,15,29,35,43,55,62,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,62,,,,,3,15,29,35,43,55,62,,,,,,12,14,6,8,12,7,9.833333333,10.4,7,2010,2010,2010
S-221-211,E,S-221-211_E,SE,PIPO,5,18,26,33,42,50,54,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,54,,,,,5,18,26,33,42,50,54,,,,,,13,8,7,9,8,4,8.166666667,9,7,2010,2010,2010
S-222-231,C,S-222-231_C,NW,PIPO,_,17,28,42,51,65,78,102,,,,NA,NO,NO,NO,NO,NO,YR1BLANK,1,1,1,1,1,25.46479089,102,,,,,17,28,42,51,65,78,102,,,,,,11,14,9,14,13,24,14.16666667,12.2,8,2009,2009,2009
S-222-231,C,S-222-231_C,NW,PIPO,8,13,20,26,36,45,57,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,57,,,,,8,13,20,26,36,45,57,,,,,,5,7,6,10,9,12,8.166666667,7.4,7,2010,2010,2010
S-222-231,C,S-222-231_C,SE,PIPO,8,20,28,43,71,94,113,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,113,,,,,8,20,28,43,71,94,113,,,,,,12,8,15,28,23,19,17.5,17.2,7,2010,2010,2010
S-222-231,C,S-222-231_C,SE,PIPO,8,17,31,53,78,105,126,,,,,NA,NO,NO,YES,NO,NO,NONE,1,1,1,1,1,25.46479089,126,,,,,8,17,31,53,78,105,126,,,,,,9,14,22,25,27,21,19.66666667,19.4,7,2010,2010,2010
S-222-231,C,S-222-231_C,SE,PIPO,7,22,38,48,60,80,102,118,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,118,,,,7,22,38,48,60,80,102,118,,,,,15,16,10,12,20,22,16,15.85714286,15.83333333,8,2009,2009,2009
S-222-231,C,S-222-231_C,SW,PIPO,2,12,23,30,42,57,65,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,65,,,,,2,12,23,30,42,57,65,,,,,,10,11,7,12,15,8,10.5,11,7,2010,2010,2010
S-222-231,E,S-222-231_E,NW,PIPO,10,24,30,37,64,91,111,,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,111,,,,,10,24,30,37,64,91,111,,,,,,14,6,7,27,27,20,16.83333333,16.2,7,2010,2010,2010
S-222-231,E,S-222-231_E,SW,PIPO,10,27,42,53,79,90,99,125,,,,NA,NO,NO,NO,NO,NO,YR1GTE10,1,1,1,1,1,25.46479089,125,,,,10,27,42,53,79,90,99,125,,,,,17,15,11,26,11,9,26,16.42857143,14.83333333,8,2009,2009,2009
S-222-231,E,S-222-231_E,NW,PIPO,7,18,29,40,60,88,106,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,106,,,,,7,18,29,40,60,88,106,,,,,,11,11,11,20,28,18,16.5,16.2,7,2010,2010,2010
S-222-231,E,S-222-231_E,SW,PIPO,7,19,40,57,83,89,113,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,113,,,,,7,19,40,57,83,89,113,,,,,,12,21,17,26,6,24,17.66666667,16.4,7,2010,2010,2010
S-222-231,E,S-222-231_E,NW,PIPO,6,10,17,27,34,54,67,,,,,NA,NO,NO,NO,NO,NO,NONE,1,1,1,1,1,25.46479089,67,,,,,6,10,17,27,34,54,67,,,,,,4,7,10,7,20,13,10.16666667,9.6,7,2010,2010,2010
